,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
12,2,Litecoin,LTC,litecoin,869,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72141665.71976216,84000000.0,,13,,,,2023-01-26T16:12:00.000Z,87.9558483998662,586456675.3937967,27.0051,-0.9106765,0.62401267,5.24154017,25.6834553,14.94684742,60.62351162,6345281413.361225,0.6071,7388291265.59,,2023-01-26T16:12:00.000Z,,,,,,2023-01-26 16:14:07.085592
13,5994,Shiba Inu,SHIB,shiba-inu,484,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2023-01-26T16:12:00.000Z,1.1546968724799648e-05,276307527.1277074,-9.6168,-1.03326541,3.16209962,1.38739479,40.2223073,22.53680541,4.03576439,6340016509.120605,0.6072,6809651952.04,,2023-01-26T16:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-01-26 16:14:07.085592
14,4943,Dai,DAI,multi-collateral-dai,1819,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5872358984.193567,5872358984.193567,,15,,,,2023-01-26T16:12:00.000Z,0.9997439492724426,232286521.4228635,21.763,-0.08060893,0.01888959,-0.04727762,0.05881165,-0.0371253,-0.04351174,5870855362.403186,0.5623,5870855362.4,,2023-01-26T16:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-01-26 16:14:07.085592
0,1,Bitcoin,BTC,bitcoin,9942,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19273293.0,19273293.0,,1,,,,2023-01-26T16:24:00.000Z,22982.95397748854,33265627450.190193,24.8864,-0.72634823,1.45052686,9.95052436,36.9364809,38.71734686,11.79807891,442957206013.65204,42.4005,482642033527.26,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
1,1027,Ethereum,ETH,ethereum,6380,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-01-26T16:24:00.000Z,1590.3446450425743,10638513109.158989,11.2059,-1.43687418,2.59600031,3.4208546,31.34808486,30.64329601,3.02634526,194616622832.6346,18.6383,194616622832.63,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
2,825,Tether,USDT,tether,46440,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,67188360789.139,73141766321.23428,,3,,,,2023-01-26T16:24:00.000Z,1.0000883325471097,42107735260.74914,16.6002,-0.00094061,-0.00403956,0.00763603,0.02035148,0.0539755,-0.003575,67194295708.18363,6.4322,73148227119.75,,2023-01-26T16:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-01-26 16:26:35.572565
3,1839,BNB,BNB,bnb,1170,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,157902640.73523957,159979963.59042934,,4,,,,2023-01-26T16:24:00.000Z,303.9849786822157,645351788.305541,-2.3514,-1.25887496,0.99372565,4.51140003,24.1842221,-2.9447609,1.86939538,48000030877.767365,4.5948,60796995736.44,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
4,3408,USD Coin,USDC,usd-coin,9672,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,43327591546.65265,43327591546.65265,,5,,,,2023-01-26T16:24:00.000Z,0.9999641297599551,3935995708.7419195,2.5492,-0.0170163,-0.01382192,-0.01033282,0.00623388,-0.01723783,-0.02408954,43326037375.543304,4.1493,43326037375.54,,2023-01-26T16:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-01-26 16:26:35.572565
5,52,XRP,XRP,xrp,879,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50796877639.0,99989148225.0,,6,,,,2023-01-26T16:24:00.000Z,0.4085920279454086,1056829373.2937331,-8.3282,-1.07954589,0.41578199,4.66026864,10.78762752,1.18061784,-12.38002468,20755199247.81379,1.9868,40859202794.54,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
6,4687,Binance USD,BUSD,binance-usd,6078,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,15521705766.183376,15521705766.183376,,7,,,,2023-01-26T16:24:00.000Z,0.9999485744475886,11931998993.04909,17.9759,-0.0330864,0.00635425,-0.04960514,-0.02497507,-0.00048554,-0.03082496,15520907553.889982,1.4857,15520907553.89,,2023-01-26T16:24:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-01-26 16:26:35.572565
7,2010,Cardano,ADA,cardano,638,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34584900585.535,35394996829.841,,8,,,,2023-01-26T16:24:00.000Z,0.37712360316250726,507784999.2243839,25.8985,-1.08406403,5.69300364,12.13285849,45.11339869,18.44451833,-6.70175279,13042782323.834068,1.2491,16970562142.31,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
8,74,Dogecoin,DOGE,dogecoin,636,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-01-26T16:24:00.000Z,0.0856863605661591,545802515.6333382,1.1159,-1.53891474,1.76257623,5.37107934,15.6313405,-17.52056842,-1.59219238,11368074946.388632,1.0886,11368074946.39,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
9,3890,Polygon,MATIC,polygon,574,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2023-01-26T16:24:00.000Z,1.0736086971459442,814844398.5895828,75.5584,-2.80441119,12.23420582,14.35969243,32.98663911,24.40633934,14.79326954,9377239205.099705,0.8976,10736086971.46,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
10,5426,Solana,SOL,solana,422,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,371340496.2721908,539311692.3181593,,11,,,,2023-01-26T16:24:00.000Z,24.17468926167487,1073491588.0126845,2.938,-2.34739235,2.74622329,14.04275219,124.11662127,68.2657129,-22.92875042,8977041107.65635,0.8596,13037692576.98,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
11,6636,Polkadot,DOT,polkadot-new,462,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1150835150.3331728,1277058820.6383526,,12,904869778.0,5787514173.003936,,2023-01-26T16:24:00.000Z,6.395963611245657,329275701.8852092,10.5548,-1.87126916,3.28995202,11.05886587,42.4896499,18.11332729,-1.3770314,7360699744.073399,0.7046,8168021746.22,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
12,2,Litecoin,LTC,litecoin,869,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72141665.71976216,84000000.0,,13,,,,2023-01-26T16:24:00.000Z,87.80509267470514,595077404.0072606,28.7347,-1.26423074,0.18171538,4.97312125,25.82345287,14.78800143,59.52367713,6334405644.231316,0.6066,7375627784.68,,2023-01-26T16:24:00.000Z,,,,,,2023-01-26 16:26:35.572565
13,5994,Shiba Inu,SHIB,shiba-inu,484,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2023-01-26T16:24:00.000Z,1.1534708917360656e-05,279655997.74636686,-8.8411,-1.42892136,2.49941536,-0.41966753,40.26157129,22.42435963,3.531029,6333285099.049761,0.6063,6802421914.13,,2023-01-26T16:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-01-26 16:26:35.572565
14,4943,Dai,DAI,multi-collateral-dai,1819,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5872358984.193567,5872358984.193567,,15,,,,2023-01-26T16:24:00.000Z,0.9998979370494459,233059872.58011058,21.9557,-0.04141817,-0.02941686,-0.04056213,0.06562019,-0.01837602,-0.08799483,5871759633.908927,0.5621,5871759633.91,,2023-01-26T16:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-01-26 16:26:35.572565
